name,source_file,record_id,SMILES,poly_diff_5ns_value,Degree of polymerization,salt_molality_mol_per_kg_polymer,target_total_atoms,repeat_unit_mw_g_mol,repeat_unit_atom_count,short length,chain_mw_g_mol,chain_atom_count,litfsi_mw_g_mol,litfsi_atom_count,litfsi_per_chain_ideal,litfsi_per_chain_nearest_int,Num_chains,Num_LiTFSI,system_total_atom_count,system_actual_litfsi_per_chain,system_actual_molality_mol_per_kg_polymer,left_cap,right_cap
poly_1,cv_0.csv,9-0-413634818-0,CC(CC(=O)NCC(C)(C)NC(=O)*)N*,7.243603165791336e-09,150,1.5,100000,199.254,31,4,29888.1,4650,287.088,16,44.83215,45,19,852,101982,44.842105,1.500333,*C,*C
poly_2,cv_0.csv,9-0-413640875-0,CC(N*)C(C)C(=O)N(C)CCCNC(=O)*,9.252367822451492e-09,150,1.5,100000,213.281,34,4,31992.15,5100,287.088,16,47.988225,48,18,864,105624,48,1.500368,*C,*C
poly_3,cv_0.csv,9-0-1132295465-0,CC(C)C(CCOC(=O)*)O*,2.178528740312231e-08,150,1.5,100000,144.17,22,4,21625.5,3300,287.088,16,32.43825,32,27,876,103116,32.444444,1.500286,*C,*C
poly_4,cv_0.csv,9-0-33232042-0,C#CC(C)(NC(=O)*)C(=O)NC(CC)CO*,1.1412582542649805e-08,150,1.5,100000,210.233,29,4,31534.95,4350,287.088,16,47.302425,47,20,946,102136,47.3,1.499923,*C,*C
poly_5,cv_0.csv,9-0-1119519108-0,O=C(COCCO*)NCC(CF)OC(=O)*,1.8257070377605953e-08,150,1.5,100000,221.184,27,4,33177.6,4050,287.088,16,49.7664,50,21,1045,101770,49.761905,1.499865,*C,*C
poly_6,cv_0.csv,9-0-413642900-0,CC(CN*)N(C)C(=O)CCNC(=O)*,7.232853661814926e-09,150,1.5,100000,185.227,28,4,27784.05,4200,287.088,16,41.676075,42,21,875,102200,41.666667,1.499661,*C,*C
poly_7,cv_0.csv,9-0-1119520611-0,O=C(*)NCCCCNC(=O)COCCO*,2.4215389549348757e-08,150,1.5,100000,216.237,31,4,32435.55,4650,287.088,16,48.653325,49,19,924,103134,48.631579,1.49933,*C,*C
poly_8,cv_0.csv,9-0-538234369-0,CC(CN*)OCCOC(=O)*,2.7504914972515928e-08,150,1.5,100000,145.158,21,4,21773.7,3150,287.088,16,32.66055,33,28,914,102824,32.642857,1.499187,*C,*C
poly_9,cv_0.csv,9-0-1119505021-0,CC(O*)C(=O)NCCOCCOC(=O)*,2.14699693186083e-08,150,1.5,100000,203.194,27,4,30479.1,4050,287.088,16,45.71865,46,21,960,100410,45.714286,1.499857,*C,*C
poly_10,cv_0.csv,9-0-413681800-0,CCC(C)NC(=O)C(CCN*)NC(=O)*,6.304378037388722e-09,150,1.5,100000,199.254,31,4,29888.1,4650,287.088,16,44.83215,45,19,852,101982,44.842105,1.500333,*C,*C
poly_11,cv_0.csv,9-0-602367105-0,O=C(*)OCCCC#CC#CCCCO*,2.9247451249736923e-08,150,1.5,100000,192.214,26,4,28832.1,3900,287.088,16,43.24815,43,22,951,101016,43.227273,1.499276,*C,*C
poly_12,cv_0.csv,9-0-1119504357-0,COCCN(CCO*)CCOC(=O)*,5.254724629134138e-08,150,1.5,100000,189.211,28,4,28381.65,4200,287.088,16,42.572475,43,21,894,102504,42.571429,1.499963,*C,*C
poly_13,cv_0.csv,9-0-413681788-0,N=CNC(=O)CC(CCCCN*)NC(=O)*,1.2269864451903983e-08,150,1.5,100000,212.253,31,4,31837.95,4650,287.088,16,47.756925,48,19,907,102862,47.736842,1.499369,*C,*C
poly_14,cv_0.csv,9-0-246234922-0,CCCCCN(CCCNC(=O)*)CCO*,2.2288951302888453e-08,150,1.5,100000,214.309,37,4,32146.35,5550,287.088,16,48.219525,48,16,772,101152,48.25,1.500948,*C,*C
poly_15,cv_0.csv,9-0-33223156-0,C=CC(CO*)NC(C)C(C)OC(=O)*,2.4526788501647045e-08,150,1.5,100000,185.223,28,4,27783.45,4200,287.088,16,41.675175,42,21,875,102200,41.666667,1.499694,*C,*C
poly_16,cv_0.csv,9-0-962051435-0,O=C(*)OCCC(CN*)C(F)(F)F,1.0304981108379671e-08,150,1.5,100000,183.129,20,4,27469.35,3000,287.088,16,41.204025,41,28,1154,102464,41.214286,1.500374,*C,*C
poly_17,cv_0.csv,9-0-413642454-0,CC(CN*)N(C)C(=O)CCCNC(=O)*,6.406243811572339e-09,150,1.5,100000,199.254,31,4,29888.1,4650,287.088,16,44.83215,45,19,852,101982,44.842105,1.500333,*C,*C
poly_18,cv_0.csv,9-0-1119513215-0,CCOCC(=O)NC(CO*)C(C)OC(=O)*,1.2458127939393956e-08,150,1.5,100000,217.221,30,4,32583.15,4500,287.088,16,48.874725,49,19,929,100364,48.894737,1.500614,*C,*C
poly_19,cv_0.csv,9-0-1119506079-0,CCC(NC(=O)*)C(=O)NCC(COC)O*,9.339978595157234e-09,150,1.5,100000,216.237,31,4,32435.55,4650,287.088,16,48.653325,49,19,924,103134,48.631579,1.49933,*C,*C
poly_20,cv_0.csv,9-0-33218752-0,N#CCN(CCCOC(=O)*)CCO*,2.8101856253168145e-08,150,1.5,100000,184.195,25,4,27629.25,3750,287.088,16,41.443875,41,23,953,101498,41.434783,1.499671,*C,*C
poly_21,cv_0.csv,9-0-413607692-0,O=C(*)OCCN(CCF)CCO*,2.8552030246502992e-08,150,1.5,100000,177.175,24,4,26576.25,3600,287.088,16,39.864375,40,24,957,101712,39.875,1.5004,*C,*C
poly_22,cv_0.csv,9-0-413595859-0,CCN(CCCNC(=O)*)CCOCCO*,3.609101805829998e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_23,cv_0.csv,9-0-538238345-0,COCC(NC(=O)*)C(C)(C)O*,7.444478872864522e-09,150,1.5,100000,159.185,24,4,23877.75,3600,287.088,16,35.816625,36,24,860,100160,35.833333,1.5007,*C,*C
poly_24,cv_0.csv,9-0-413655608-0,CC(C)N(CCO*)CCOCCNC(=O)*,3.6227747491946565e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_25,cv_0.csv,9-0-413690201-0,CCC(CNCCOCCCO*)OC(=O)*,4.870686861607781e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_26,cv_0.csv,9-0-246229002-0,CC(CN(C)CCC(N*)C(C)C)OC(=O)*,1.932964973354369e-08,150,1.5,100000,214.309,37,4,32146.35,5550,287.088,16,48.219525,48,16,772,101152,48.25,1.500948,*C,*C
poly_27,cv_0.csv,9-0-1119512677-0,CN(CCO*)C(=O)COCCOC(=O)*,1.768761099288776e-08,150,1.5,100000,203.194,27,4,30479.1,4050,287.088,16,45.71865,46,21,960,100410,45.714286,1.499857,*C,*C
poly_28,cv_0.csv,9-0-1119507892-0,CNC(=O)CCN(C)CC(CN*)OC(=O)*,1.1946669644436889e-08,150,1.5,100000,215.253,32,4,32287.95,4800,287.088,16,48.431925,48,18,872,100352,48.444444,1.500388,*C,*C
poly_29,cv_0.csv,9-0-413616305-0,CCCC(O*)C(=O)NCC(C)CNC(=O)*,1.1526536160904088e-08,150,1.5,100000,214.265,33,4,32139.75,4950,287.088,16,48.209625,48,18,868,102988,48.222222,1.500392,*C,*C
poly_30,cv_0.csv,9-0-428453343-0,NC(=O)C(O*)C(OC(=O)*)C(N)=O,5.811357654429342e-09,150,1.5,100000,174.112,18,4,26116.8,2700,287.088,16,39.1752,39,31,1214,103124,39.16129,1.499467,*C,*C
poly_31,cv_0.csv,9-0-1132278197-0,O=C(*)OCCCCCCCO*,8.043329651991494e-08,150,1.5,100000,158.197,25,4,23729.55,3750,287.088,16,35.594325,36,24,854,103664,35.583333,1.499537,*C,*C
poly_32,cv_0.csv,9-0-246289371-0,CC(CC(C)(C)O*)NCC(C)OC(=O)*,2.1594007550538885e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_33,cv_0.csv,9-0-246265729-0,CC(CCOC(=O)*)NC(C)CC(C)O*,4.0691687267900375e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_34,cv_0.csv,9-0-246181191-0,CN(CCCCCOC(=O)*)CCO*,4.624727463070961e-08,150,1.5,100000,187.239,30,4,28085.85,4500,287.088,16,42.128775,42,20,843,103488,42.15,1.500756,*C,*C
poly_35,cv_0.csv,9-0-246233209-0,CN(CCCCCCO*)CCNC(=O)*,4.344527091875615e-08,150,1.5,100000,200.282,34,4,30042.3,5100,287.088,16,45.06345,45,18,811,104776,45.055556,1.499737,*C,*C
poly_36,cv_0.csv,9-0-246166163-0,O=C(*)OCCCCNCCCCO*,6.13253522005205e-08,150,1.5,100000,187.239,30,4,28085.85,4500,287.088,16,42.128775,42,20,843,103488,42.15,1.500756,*C,*C
poly_37,cv_0.csv,9-0-485080326-0,C=CCCC(COC(=O)*)NCC(C)O*,2.9063164251142307e-08,150,1.5,100000,199.25,31,4,29887.5,4650,287.088,16,44.83125,45,19,852,101982,44.842105,1.500363,*C,*C
poly_38,cv_0.csv,9-0-538226227-0,O=C(*)NCCSCCN*,1.9727472508848535e-08,150,1.5,100000,146.215,19,4,21932.25,2850,287.088,16,32.898375,33,30,987,101292,32.9,1.500074,*C,*C
poly_39,cv_0.csv,9-0-1119505106-0,O=C(CCN*)NCCOCCOC(=O)*,2.5486944151634753e-08,150,1.5,100000,202.21,28,4,30331.5,4200,287.088,16,45.49725,45,21,955,103480,45.47619,1.499306,*C,*C
poly_40,cv_0.csv,9-0-482404819-0,CC(CNCC(C)NC(=O)*)N*,6.146146408902151e-09,150,1.5,100000,157.217,26,4,23582.55,3900,287.088,16,35.373825,35,23,814,102724,35.391304,1.500741,*C,*C
poly_41,cv_0.csv,9-0-246362359-0,CCC(C)(O*)C(=O)OCCCOC(=O)*,2.1336827611737576e-08,150,1.5,100000,202.206,28,4,30330.9,4200,287.088,16,45.49635,45,21,955,103480,45.47619,1.499335,*C,*C
poly_42,cv_0.csv,9-0-538226717-0,O=C(*)NCCCOCCCN*,1.850884099155724e-08,150,1.5,100000,158.201,25,4,23730.15,3750,287.088,16,35.595225,36,24,854,103664,35.583333,1.499499,*C,*C
poly_43,cv_0.csv,9-0-428454775-0,O=C(*)NCCNCCNCCNCCN*,2.3332215013857223e-08,150,1.5,100000,215.301,36,4,32295.15,5400,287.088,16,48.442725,48,17,824,104984,48.470588,1.500863,*C,*C
poly_44,cv_0.csv,9-0-413641803-0,CN(CC(CNC(=O)*)O*)C(=O)C(C)(F)F,9.143186414624073e-09,150,1.5,100000,222.191,27,4,33328.65,4050,287.088,16,49.992975,50,21,1050,101850,50,1.500211,*C,*C
poly_45,cv_0.csv,9-0-1119505776-0,CN(CCO*)CCN(C)CCOC(=O)*,6.803398449439708e-08,150,1.5,100000,202.254,32,4,30338.1,4800,287.088,16,45.50715,46,19,865,105040,45.526316,1.500632,*C,*C
poly_46,cv_0.csv,9-0-1119524807-0,O=C(*)NCC(=O)NCCOCCCN*,1.5200598949058713e-08,150,1.5,100000,201.226,29,4,30183.9,4350,287.088,16,45.27585,45,20,906,101496,45.3,1.5008,*C,*C
poly_47,cv_0.csv,9-0-413607859-0,CCOCCN(C)CC(CN*)OC(=O)*,2.5070258433599162e-08,150,1.5,100000,202.254,32,4,30338.1,4800,287.088,16,45.50715,46,19,865,105040,45.526316,1.500632,*C,*C
poly_48,cv_0.csv,9-0-246284158-0,O=C(*)OCCCN(CCCF)CCO*,3.54443238778489e-08,150,1.5,100000,205.229,30,4,30784.35,4500,287.088,16,46.176525,46,20,924,104784,46.2,1.500763,*C,*C
poly_49,cv_0.csv,9-0-413605172-0,CCCCC(=O)NC(CO*)COC(=O)*,1.2162906005726276e-08,150,1.5,100000,201.222,29,4,30183.3,4350,287.088,16,45.27495,45,20,905,101480,45.25,1.499173,*C,*C
poly_50,cv_0.csv,9-0-33227565-0,C=CCC(CNC(=O)CCO*)COC(=O)*,1.5028573428966828e-08,150,1.5,100000,213.233,30,4,31984.95,4500,287.088,16,47.977425,48,19,912,100092,48,1.500706,*C,*C
poly_51,cv_0.csv,9-0-1119513553-0,O=C(CO*)NCCCOCCOC(=O)*,1.4946884332743388e-08,150,1.5,100000,203.194,27,4,30479.1,4050,287.088,16,45.71865,46,21,960,100410,45.714286,1.499857,*C,*C
poly_52,cv_0.csv,9-0-413656507-0,CC(F)(F)CNCC(COC(=O)*)O*,1.1642901296689908e-08,150,1.5,100000,195.165,24,4,29274.75,3600,287.088,16,43.912125,44,24,1054,103264,43.916667,1.500155,*C,*C
poly_53,cv_0.csv,9-0-246230491-0,CC(C)C(CNCC(C)(C)O*)OC(=O)*,1.8626398278358074e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_54,cv_0.csv,9-0-1119504876-0,COC(=O)CCNCC(CO*)OC(=O)*,2.2895103331197156e-08,150,1.5,100000,203.194,27,4,30479.1,4050,287.088,16,45.71865,46,21,960,100410,45.714286,1.499857,*C,*C
poly_55,cv_0.csv,9-0-413596089-0,CC(C)CC(CO*)NC(=O)C(C)NC(=O)*,8.591201066720648e-09,150,1.5,100000,214.265,33,4,32139.75,4950,287.088,16,48.209625,48,18,868,102988,48.222222,1.500392,*C,*C
poly_56,cv_0.csv,9-0-428455258-0,CN(CCOC(=O)*)C(=O)CCN*,1.321415575628561e-08,150,1.5,100000,172.184,24,4,25827.6,3600,287.088,16,38.7414,39,24,930,101280,38.75,1.500333,*C,*C
poly_57,cv_0.csv,9-0-413603194-0,CN(C)CCCN(C)CC(COC(=O)*)O*,2.7418140343147866e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_58,cv_0.csv,9-0-1132306645-0,C[Si](C)(C)CC(CO*)OC(=O)*,1.5064431962244612e-08,150,1.5,100000,174.272,25,4,26140.8,3750,287.088,16,39.2112,39,23,902,100682,39.217391,1.500237,*C,*C
poly_59,cv_0.csv,9-0-246300005-0,CC(CSCCOCCO*)OC(=O)*,5.6623722202922176e-08,150,1.5,100000,206.263,27,4,30939.45,4050,287.088,16,46.409175,46,21,975,100650,46.428571,1.500627,*C,*C
poly_60,cv_0.csv,9-0-413621529-0,CC(CCN(C)CCOCCN*)OC(=O)*,5.0527123484040686e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_61,cv_0.csv,9-0-13128598-0,CC(C#N)N(C)C(=O)C(CN*)NC(=O)*,3.464036338680211e-09,150,1.5,100000,196.21,26,4,29431.5,3900,287.088,16,44.14725,44,22,971,101336,44.136364,1.49963,*C,*C
poly_62,cv_0.csv,9-0-322586137-0,N#CCCN(CCO*)CCOC(=O)*,2.7997503664128336e-08,150,1.5,100000,184.195,25,4,27629.25,3750,287.088,16,41.443875,41,23,953,101498,41.434783,1.499671,*C,*C
poly_63,cv_0.csv,9-0-1119505210-0,COCC(CN(C)CCO*)OC(=O)*,3.033200374070966e-08,150,1.5,100000,189.211,28,4,28381.65,4200,287.088,16,42.572475,43,21,894,102504,42.571429,1.499963,*C,*C
poly_64,cv_0.csv,9-0-33225809-0,C=C(Cl)CN(CCN*)CCOC(=O)*,3.159114818323105e-08,150,1.5,100000,204.657,26,4,30698.55,3900,287.088,16,46.047825,46,22,1013,102008,46.045455,1.499923,*C,*C
poly_65,cv_0.csv,9-0-1119506563-0,COC(CNC(CO*)COC(=O)*)OC,2.0661614543303753e-08,150,1.5,100000,205.21,29,4,30781.5,4350,287.088,16,46.17225,46,20,923,101768,46.15,1.499277,*C,*C
poly_66,cv_0.csv,9-0-33232797-0,C=CCOCC(CNCCCOC(=O)*)O*,4.184505457754024e-08,150,1.5,100000,215.249,32,4,32287.35,4800,287.088,16,48.431025,48,18,872,100352,48.444444,1.500416,*C,*C
poly_67,cv_0.csv,9-0-428453468-0,O=C(*)NCCOCCOCCOCCN*,4.2835261645835656e-08,150,1.5,100000,218.253,33,4,32737.95,4950,287.088,16,49.106925,49,18,884,103244,49.111111,1.500128,*C,*C
poly_68,cv_0.csv,9-0-538232246-0,CCN(CCO*)C(=O)C(C)NC(=O)*,9.163463612396783e-09,150,1.5,100000,186.211,27,4,27931.65,4050,287.088,16,41.897475,42,22,922,103852,41.909091,1.500416,*C,*C
poly_69,cv_0.csv,9-0-413621339-0,CCN(CCN*)CC(COC)OC(=O)*,2.719958064458117e-08,150,1.5,100000,202.254,32,4,30338.1,4800,287.088,16,45.50715,46,19,865,105040,45.526316,1.500632,*C,*C
poly_70,cv_0.csv,9-0-246172184-0,CCC(C)N(C)CC(CN*)OC(=O)*,1.384338120552271e-08,150,1.5,100000,186.255,31,4,27938.25,4650,287.088,16,41.907375,42,19,796,101086,41.894737,1.499548,*C,*C
poly_71,cv_0.csv,9-0-1119508603-0,O=C(COCCOC(=O)*)NCCN*,1.7719876572862675e-08,150,1.5,100000,188.183,25,4,28227.45,3750,287.088,16,42.341175,42,23,974,101834,42.347826,1.500236,*C,*C
poly_72,cv_0.csv,9-0-428454724-0,O=C(*)OCCNNCCO*,3.0111559743250136e-08,150,1.5,100000,146.146,20,4,21921.9,3000,287.088,16,32.88285,33,29,954,102264,32.896552,1.500625,*C,*C
poly_73,cv_0.csv,9-0-413596104-0,CCCC(NC(=O)*)C(=O)NCCN*,8.004604827569926e-09,150,1.5,100000,185.227,28,4,27784.05,4200,287.088,16,41.676075,42,21,875,102200,41.666667,1.499661,*C,*C
poly_74,cv_0.csv,9-0-538231746-0,O=C(*)NCCCSCC(N*)C(=O)O,1.2003387955559294e-08,150,1.5,100000,204.251,25,4,30637.65,3750,287.088,16,45.956475,46,23,1057,103162,45.956522,1.500002,*C,*C
poly_75,cv_0.csv,9-0-246209194-0,CCSCCN(CCO*)CCOC(=O)*,4.288655969521109e-08,150,1.5,100000,219.306,31,4,32895.9,4650,287.088,16,49.34385,49,19,938,103358,49.368421,1.500747,*C,*C
poly_76,cv_0.csv,9-0-246271634-0,CCC(C)CN(CCN*)CCOC(=O)*,2.5539205674990074e-08,150,1.5,100000,200.282,34,4,30042.3,5100,287.088,16,45.06345,45,18,811,104776,45.055556,1.499737,*C,*C
poly_77,cv_0.csv,9-0-246228184-0,CN(CCCCCCO*)CCCNC(=O)*,2.8518999393149636e-08,150,1.5,100000,214.309,37,4,32146.35,5550,287.088,16,48.219525,48,16,772,101152,48.25,1.500948,*C,*C
poly_78,cv_0.csv,9-0-413632828-0,CC(C)(CCCO*)CNC(=O)COC(=O)*,1.1215357660089544e-08,150,1.5,100000,215.249,32,4,32287.35,4800,287.088,16,48.431025,48,18,872,100352,48.444444,1.500416,*C,*C
poly_79,cv_0.csv,9-0-413647667-0,CCN(CCCOC(=O)*)C(=O)CO*,1.5249293953552635e-08,150,1.5,100000,187.195,26,4,28079.25,3900,287.088,16,42.118875,42,22,927,100632,42.136364,1.500623,*C,*C
poly_80,cv_1.csv,9-0-1119504214-0,CN(C)CCN(C)CC(CO*)OC(=O)*,3.17585837622283e-08,150,1.5,100000,202.254,32,4,30338.1,4800,287.088,16,45.50715,46,19,865,105040,45.526316,1.500632,*C,*C
poly_81,cv_1.csv,9-0-1119512197-0,CNCCCN(CCN*)CCOC(=O)*,2.5148307835325953e-08,150,1.5,100000,201.27,33,4,30190.5,4950,287.088,16,45.28575,45,18,815,102140,45.277778,1.499736,*C,*C
poly_82,cv_1.csv,9-0-413610273-0,COC(=O)NC(C)(CO*)COC(=O)*,1.0382475123431892e-08,150,1.5,100000,189.167,24,4,28375.05,3600,287.088,16,42.562575,43,24,1022,102752,42.583333,1.500732,*C,*C
poly_83,cv_1.csv,9-0-33223170-0,C=CC(CO*)NCC(C)OC(=O)*,3.0211644532885386e-08,150,1.5,100000,171.196,25,4,25679.4,3750,287.088,16,38.5191,39,23,886,100426,38.521739,1.500103,*C,*C
poly_84,cv_1.csv,9-0-246181192-0,CCN(CCCCCOC(=O)*)CCO*,3.990820899694733e-08,150,1.5,100000,201.266,33,4,30189.9,4950,287.088,16,45.28485,45,18,815,102140,45.277778,1.499766,*C,*C
poly_85,cv_1.csv,9-0-1119519421-0,C=CS(=O)(=O)NCC(COC(=O)*)O*,1.1199805079537377e-08,150,1.5,100000,207.207,22,4,31081.05,3300,287.088,16,46.621575,47,25,1166,101156,46.64,1.500593,*C,*C
poly_86,cv_1.csv,9-0-428453273-0,O=C(*)NCCOCCN*,1.7856836886201954e-08,150,1.5,100000,130.147,19,4,19522.05,2850,287.088,16,29.283075,29,31,908,102878,29.290323,1.500371,*C,*C
poly_87,cv_1.csv,9-0-413642525-0,CCOCCC(CN(C)CCOC(=O)*)O*,5.7814531509099867e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_88,cv_1.csv,9-0-413696109-0,CC(CCOC(=O)*)CNC(=O)CO*,1.2997928837049521e-08,150,1.5,100000,187.195,26,4,28079.25,3900,287.088,16,42.118875,42,22,927,100632,42.136364,1.500623,*C,*C
poly_89,cv_1.csv,9-0-246199088-0,CC(CCO*)SCCOCCOC(=O)*,6.532208834747995e-08,150,1.5,100000,220.29,30,4,33043.5,4500,287.088,16,49.56525,50,19,942,100572,49.578947,1.500415,*C,*C
poly_90,cv_1.csv,9-0-413611226-0,CSCCN(CCO*)CCOC(=O)*,4.1393242713043264e-08,150,1.5,100000,205.279,28,4,30791.85,4200,287.088,16,46.187775,46,21,970,103720,46.190476,1.500088,*C,*C
poly_91,cv_1.csv,9-0-413630615-0,CC(CCNC(=O)C(C)O*)OC(=O)*,1.0831734841231348e-08,150,1.5,100000,187.195,26,4,28079.25,3900,287.088,16,42.118875,42,22,927,100632,42.136364,1.500623,*C,*C
poly_92,cv_1.csv,9-0-485075446-0,CC(CO*)SCC(CC#N)OC(=O)*,1.5110926120432384e-08,150,1.5,100000,201.247,24,4,30187.05,3600,287.088,16,45.280575,45,24,1087,103792,45.291667,1.500367,*C,*C
poly_93,cv_1.csv,9-0-246231194-0,CCCC(C)(CNC(C)C(C)O*)OC(=O)*,1.9548221346870744e-08,150,1.5,100000,215.293,36,4,32293.95,5400,287.088,16,48.440925,48,17,823,104968,48.411765,1.499097,*C,*C
poly_94,cv_1.csv,9-0-413612580-0,CCCC(CNC(=O)C(C)NC(=O)*)O*,8.510875965006139e-09,150,1.5,100000,200.238,30,4,30035.7,4500,287.088,16,45.05355,45,20,901,104416,45.05,1.499882,*C,*C
poly_95,cv_1.csv,9-0-413642534-0,CC(CCN*)NC(=O)C(C)(C)NC(=O)*,6.508302681740578e-09,150,1.5,100000,199.254,31,4,29888.1,4650,287.088,16,44.83215,45,19,852,101982,44.842105,1.500333,*C,*C
poly_96,cv_1.csv,9-0-413699582-0,CC(NC(=O)C(CNC(=O)*)O*)C(F)F,6.948411157290096e-09,150,1.5,100000,208.164,24,4,31224.6,3600,287.088,16,46.8369,47,23,1077,100032,46.826087,1.499654,*C,*C
poly_97,cv_1.csv,9-0-485124404-0,N#CCC(CSCCCO*)OC(=O)*,1.6239451269468248e-08,150,1.5,100000,201.247,24,4,30187.05,3600,287.088,16,45.280575,45,24,1087,103792,45.291667,1.500367,*C,*C
poly_98,cv_1.csv,9-0-413671977-0,CCN(OC)C(=O)C(O*)C(C)(C)OC(=O)*,1.6418345992628186e-08,150,1.5,100000,217.221,30,4,32583.15,4500,287.088,16,48.874725,49,19,929,100364,48.894737,1.500614,*C,*C
poly_99,cv_1.csv,9-0-1119507789-0,CNCCN(CCN*)CCNC(=O)*,1.8933934375288563e-08,150,1.5,100000,186.259,31,4,27938.85,4650,287.088,16,41.908275,42,19,796,101086,41.894737,1.499515,*C,*C
poly_100,cv_1.csv,9-0-13128291-0,C#CCNC(=O)C(N*)C(C)(C)OC(=O)*,5.500704729419397e-09,150,1.5,100000,196.206,26,4,29430.9,3900,287.088,16,44.14635,44,22,971,101336,44.136364,1.499661,*C,*C
poly_101,cv_1.csv,9-0-33212165-0,C=CCCCNC(CO*)COC(=O)*,2.1878632539795944e-08,150,1.5,100000,185.223,28,4,27783.45,4200,287.088,16,41.675175,42,21,875,102200,41.666667,1.499694,*C,*C
poly_102,cv_1.csv,9-0-413685093-0,CCC(CN(C)CC(COC)OC(=O)*)N*,1.8064804490273523e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
poly_103,cv_1.csv,9-0-428455150-0,COC(=O)C(C)(COC(=O)*)N*,8.200352288393406e-09,150,1.5,100000,159.141,20,4,23871.15,3000,287.088,16,35.806725,36,28,1003,100048,35.821429,1.500616,*C,*C
poly_104,cv_1.csv,9-0-33232831-0,C=CC(C)(CNCCOCCO*)OC(=O)*,2.0163316523417337e-08,150,1.5,100000,215.249,32,4,32287.35,4800,287.088,16,48.431025,48,18,872,100352,48.444444,1.500416,*C,*C
poly_105,cv_1.csv,9-0-413618352-0,CC(C)(CNCCCOCCOC(=O)*)O*,3.2911013055944776e-08,150,1.5,100000,217.265,34,4,32589.75,5100,287.088,16,48.884625,49,18,880,105880,48.888889,1.500131,*C,*C
poly_106,cv_1.csv,9-0-428454619-0,COC(CO*)(COC(=O)*)OC,1.1366802549907338e-08,150,1.5,100000,162.141,21,4,24321.15,3150,287.088,16,36.481725,36,27,985,100810,36.481481,1.49999,*C,*C
poly_107,cv_1.csv,9-0-246319938-0,CN(CC(C)(C)NC(=O)*)CC(C)(C)O*,1.1419533286664536e-08,150,1.5,100000,200.282,34,4,30042.3,5100,287.088,16,45.06345,45,18,811,104776,45.055556,1.499737,*C,*C
poly_108,cv_1.csv,9-0-962047805-0,CC(CCCO*)COC(=O)*,3.516223494804201e-08,150,1.5,100000,144.17,22,4,21625.5,3300,287.088,16,32.43825,32,27,876,103116,32.444444,1.500286,*C,*C
poly_109,cv_1.csv,9-0-413671304-0,CCCC(O*)C(=O)NCC(C)NC(=O)*,8.42617764649008e-09,150,1.5,100000,200.238,30,4,30035.7,4500,287.088,16,45.05355,45,20,901,104416,45.05,1.499882,*C,*C
poly_110,cv_1.csv,9-0-1119525671-0,CCC(OC)C(=O)NCC(CO*)OC(=O)*,1.7589627953611233e-08,150,1.5,100000,217.221,30,4,32583.15,4500,287.088,16,48.874725,49,19,929,100364,48.894737,1.500614,*C,*C
poly_111,cv_1.csv,9-0-246364002-0,CC(C)=CCCNC(CN*)CNC(=O)*,1.175743611940266e-08,150,1.5,100000,197.282,33,4,29592.3,4950,287.088,16,44.38845,44,18,799,101884,44.388889,1.500015,*C,*C
poly_112,cv_1.csv,9-0-413679062-0,CC(CN(C)CCNC(=O)*)N*,1.4925718368088295e-08,150,1.5,100000,157.217,26,4,23582.55,3900,287.088,16,35.373825,35,23,814,102724,35.391304,1.500741,*C,*C
poly_113,cv_1.csv,9-0-428455873-0,N=C(O)C(CO*)NC(=O)*,1.0075300065823722e-08,150,1.5,100000,130.103,15,4,19515.45,2250,287.088,16,29.273175,29,37,1083,100578,29.27027,1.499851,*C,*C
poly_114,cv_1.csv,9-0-413686612-0,CC(CNCCCN(C)CCO*)OC(=O)*,4.9213982027000824e-08,150,1.5,100000,216.281,35,4,32442.15,5250,287.088,16,48.663225,49,17,827,102482,48.647059,1.499502,*C,*C
